Date,Close,High,Low,Open,Volume
2010-12-21,21.41463279724121,21.468035639310212,21.17813387302779,21.246795085721736,38153000
2010-12-22,21.506187438964844,21.666396008922963,21.345977413888015,21.368864976075766,42252300
2010-12-23,21.590105056762695,21.605363431177615,21.33071851218375,21.33834769939121,24902500
2010-12-27,21.41463279724121,21.51381075118505,21.269681186540843,21.45277872380358,21652800
2010-12-28,21.368858337402344,21.490922387577893,21.330712412273574,21.338341597299326,23042200
2010-12-29,21.338342666625977,21.45277899262877,21.269681453071634,21.315456565520083,19502500
2010-12-30,21.246803283691406,21.361238197296004,21.193400421017188,21.30020614636563,20786100
2010-12-31,21.292564392089844,21.30019357584356,21.078951612339804,21.208644825916966,24752000
2011-01-03,21.345970153808594,21.498550939594526,21.300196500120098,21.399372992298204,53443800
2011-01-04,21.429895401000977,21.49092744043836,21.246799282688833,21.315460508945712,54405600
2011-01-05,21.36123275756836,21.36886194388171,21.185765837716776,21.284942349553344,58998700
2011-01-06,21.986806869506836,22.009694423643275,21.254422598559245,21.391745013141467,88026300
2011-01-07,21.818971633911133,21.92577732169998,21.551955959320658,21.84948692108579,73762000
2011-01-10,21.529071807861328,21.666394259663534,21.391750811177715,21.559588554981193,57573600
2011-01-11,21.44515609741211,21.55196181421624,21.399380971537116,21.513817331105837,50298900
2011-01-12,21.78082275390625,21.81133949206308,21.414630626733288,21.452776549429327,52631100
2011-01-13,21.506187438964844,21.658766821527045,21.368864976075766,21.612993152270256,67077600
2011-01-14,21.590105056762695,21.651137099303703,21.292574031265126,21.422267303554598,62688400
2011-01-18,21.86474609375,21.92577812545499,21.46803716010836,21.48329553181421,53322700
2011-01-19,21.719799041748047,21.880009068124362,21.56721965794825,21.71216985429025,50005900
2011-01-20,21.628244400024414,21.780823732307976,21.46040524285879,21.742679263016644,58613600
2011-01-21,21.376493453979492,21.68928285123695,21.376493453979492,21.666395289808843,58080300
2011-01-24,21.651126861572266,21.788449256136328,21.35359597676212,21.376483527562126,52047800
2011-01-25,21.70454216003418,21.70454216003418,21.452784793959996,21.46804171378364,42436600
2011-01-26,21.956295013427734,22.116503552038743,21.742682173494625,21.750311359397784,74628800
2011-01-27,22.024951934814453,22.47506217434587,21.735048747522463,21.933403176954315,146938600
2011-01-28,21.170509338378906,22.07073303135238,20.94163954920064,22.0478454703871,141249400
2011-01-31,21.155244827270508,21.284938058212518,20.918745919712094,21.185761566371315,65029000
2011-02-01,21.35360336303711,21.40700621159134,21.063701561549067,21.208651734733845,62810700
2011-02-02,21.315454483032227,21.445147712062003,21.269679375055937,21.30782529836951,45824000
2011-02-03,21.094219207763672,21.338347374207327,21.010301059997825,21.338347374207327,60340100
2011-02-04,21.185758590698242,21.23916142150568,20.987404179757753,21.132355759890803,40412200
2011-02-07,21.513811111450195,21.620616797376737,21.20102178399246,21.20864951431435,68980900
2011-02-08,21.57484245300293,21.620616109068735,21.399374103700477,21.437520029687224,34904200
2011-02-09,21.338342666625977,21.559584678105153,21.29256900929586,21.50618183536696,52905100
2011-02-10,20.979782104492188,21.315459025597242,20.81957355778749,21.30782983930866,76672400
2011-02-11,20.789058685302734,21.21628297011794,20.65173622997533,21.178138490357497,83939700
2011-02-14,20.7737979888916,20.804314733383162,20.560186597924538,20.75853961664582,56766200
2011-02-15,20.68937873840332,20.97332116260154,20.68170592430935,20.750772960905707,44116500
2011-02-16,20.735431671142578,20.773801609932878,20.413119208658316,20.758453048929024,70817900
2011-02-17,20.881237030029297,21.004024045052983,20.651014487263247,20.69705870307261,57207300
2011-02-18,20.766130447387695,20.88124174476146,20.712411939527907,20.819848955247483,68667800
2011-02-22,20.405445098876953,20.796824625433672,20.351726598633366,20.551253502194793,60889000
2011-02-23,20.405445098876953,20.612646283004512,20.282659537257512,20.3594008791995,60234100
2011-02-24,20.543575286865234,20.76612352578048,20.336374142423438,20.443811122332928,64494200
2011-02-25,20.374740600585938,20.681705857226884,20.33637067536523,20.651008746075263,53006300
2011-02-28,20.397764205932617,20.61263960096979,20.344045723103044,20.482179801075592,51379900
2011-03-01,20.075458526611328,20.551253679787738,20.067784245978878,20.41311955584235,60055000
2011-03-02,20.014062881469727,20.236612596808193,19.983367227051513,20.037085720072753,48658200
2011-03-03,20.106157302856445,20.259638536971078,20.090808740329138,20.152201526718887,68271500
2011-03-04,19.914306640625,20.13685496450003,19.799193873954863,20.121506400448062,70437200
2011-03-07,19.737789154052734,20.159865628106118,19.607329365886233,20.05242720838628,64980400
2011-03-08,19.88360023498535,19.96801583416388,19.684073386566343,19.776163264190096,50549800
2011-03-09,19.868249893188477,19.93731692927177,19.691745895961756,19.806857134860973,39789100
2011-03-10,19.49989891052246,19.73012145405035,19.453854694560732,19.661055861967373,66549500
2011-03-11,19.70709991455078,19.837559745126825,19.4615288131651,19.499898748861902,49905800
2011-03-14,19.714767456054688,19.768485933157276,19.45384788408321,19.561284838288387,54473400
2011-03-15,19.484546661376953,19.545939425608083,19.185257118715064,19.246649882946194,76067300
2011-03-16,19.02410888671875,19.400139893413087,18.939693254945908,19.35409420496271,100725400
2011-03-17,19.01642608642578,19.354085534815123,18.99340325251425,19.23130001472466,62497000
2011-03-18,19.031768798828125,19.323385439721783,19.031768798828125,19.231295588987333,85486700
2011-03-21,19.438501358032227,19.630353918401166,19.300367280371567,19.323390114554638,46878100
2011-03-22,19.415481567382812,19.538267108169048,19.36176307625372,19.415481567382812,30895600
2011-03-23,19.599660873413086,19.65337936325711,19.32339268139346,19.3617626130766,43969000
2011-03-24,19.806856155395508,19.85290181965325,19.568959411605476,19.645700721649636,38696700
2011-03-25,19.66105842590332,19.914303842296622,19.638035583060503,19.89895528040141,57029800
2011-03-28,19.49989891052246,19.73779573399718,19.47687607068198,19.69175151803545,48973200
2011-03-29,19.561288833618164,19.584311670101066,19.41548046333116,19.4461775786417,40763500
2011-03-30,19.653383255004883,19.737797414167233,19.568967632123176,19.645708974404787,41999300
