nickName,movieId,rating,timestamp,review
안현빈,134290,10,1631409840.0,이광수는 런닝맨에서 기린이라는 별명을 가진 인물중 한명입니다
기억의그늘,47721,10,1650201660.0,포 스 터 용
꽉이,78416,7,1700024160.0,잔인한 인간의 본성
안현빈,95554,10,1630117920.0,악인들의 지옥도와 배경은 안남시이면서 영화가 재밌습니다
기억의그늘,85439,10,1650200700.0,슬프면 자기에게만 송해고 웃으면 나에게 이득이니라.
꽉이,158260,6,1700023740.0,"천재 과학자의 양심, 과학의 양날의 칼"
안현빈,44629,10,1629206100.0,"영화  미스트는 괴수 영화이기도 하고,스티븐 킹(소설 작가)의 소설이기도 합니다. 그것(시즌 1,그것 시즌2)를 소설을 영화화한 소설작가가 쓴 소설입니다"
김민준,171140,10,1698459420.0,굉장히 머릿속이 복잡해지지만 그래도 볼거리도 많고 신선하다는 느낌도 있었음
기억의그늘,1674,10,1648818420.0,희대의 첫 평가질로 망작인 척 했지만 졸수작ㅎㅎㅎㅎㅎ
꽉이,172629,4,1699742340.0,So so
안현빈,74992,10,1629027120.0,더 바디는 영화  사라진 밤의 원작입니다. 한 마디로 재밌습니다
김민준,163777,10,1688801400.0,화려한 영상미와 독창적인 내용전개
기억의그늘,46411,10,1648818240.0,이 때부터 천재였구나.... - 훈민정음「근우짱」
꽉이,173045,2,1699618800.0,"다 아는 얘기, 지금도 제약회사 직원들이 의사 연구실을 찾아다니고 대신 처치까지 하고 있는데…"
안현빈,51093,10,1629026700.0,살인의 강은 살인을 저지르고 강에 시신을 유인한 이야기입니다
김민준,152081,10,1641086760.0,.
기억의그늘,30518,10,1647188760.0,하..... 윤자슈...
마벨,81103,8,1400984520.0,"스토리잘이해하고보세요~~
그여주는 고통스런 가슴아픈 과거가있어요
그런대  연애도 제대로 못해보고 
결혼도했어요  가족간의 연인간의모든사랑을
다 모르고살아서 표정도없어요~~
그러니 마네킹같았죠~ 말투연기못#하는게아니라
그런사람을표현하려고 그렇게 나온거같던대요
색다른 연기 전 좋았고 가슴아픈영화였어요~"
김민준,126143,1,1626147660.0,와...졸림
꽉이,127876,6,1699525500.0,정권 유지가 국민 한 사람의 목숨보다 중요한가?
안현빈,75994,10,1629025740.0,"셀:인류 최후의 날은 좀비의 이야기로 시작되고,사람들과 좀비 사이에서 살아남은 이야기입니다."
마벨,76325,9,1387938780.0,"가슴이먹먹하고 죄송한 마음이 들었습니다~~
예전에 그분을 몰라봤던 제가 너무 ㅠㅠ
재판씬에 송강호님의 연기에 그눈빛에~~~
보고느끼고변해야한다고 생각합니다
2편도나왔으면합니다~
그후의이야기~~"
기억의그늘,54651,10,1646010840.0,사춘기 끝물에 신선함을 주었던 명작. 다만 영어네임에서 보았듯이 좋은 제목을 놔두고 왜 천사의 사랑이라고 했는지는 의문.
김민준,129134,10,1626147660.0,.
꽉이,95915,8,1699320900.0,벽돌에 새겨진 글에 가슴이 울컥~
안현빈,151323,10,1628685840.0,귀문은 한국 공포영화중 작품이기도 합니다. 그리고 내일의 기억(영화)에서 선우 역을 맡은 김강우가 새로운 한국 공포영화에서 서도진이라는 역할을 맡았습니다.
cosmos,43811,10,1702291920.0,"옛날에 70.80년대초 원조 슈퍼맨 1.2.3빼고 모든 슈퍼맨시리즈중  최고였고 DC시리즈들 중에서도 최고였고
마블에 대적할만한  다른분위기 DC영화의 가능성을 충분히 보여준 영화.
압도적인 액션신이 왠만한 마블영화보다  훨씬 압도적이었다."
마벨,77138,10,1382102760.0,"너무 많이 울었습니다ㅠㅠ 몇번을 망설이다보았는대
결국 너무 많이울었지만 감독님께 감사합니다!!
슬픔과 감동에 눈물이또났습니다ㅠㅠ현실에서도
친구들과이웃들이 좋은가족이되었으면 정말좋겠습니다  그런추악범은 고통스럽게죽여주기를간절히바랍니다 "
기억의그늘,75287,10,1645015140.0,가끔씩 왜 20세기 후반 느낌의 비행기 사고들 연상케 되어지고 무서울 때 이거보면 정말 나아짐... 마지막 여운은.... 증말...
김민준,79545,10,1626147600.0,평점 왜 이럼?
꽉이,174774,2,1699135680.0,익숙한 시나리오
cosmos,144068,10,1698757980.0,"캡틴마블  내가 유일하게 영화관에서 두번 본 영화
시원시원하고 스케일큰 우주액션신과 90년대 지구별의 음악과 배경들, 
사회의 억압을 이겨내고 성장하는 주인공
2편도 기대되네요"
김민준,79546,10,1626147540.0,영화는 좋은데
마벨,63346,5,1372505400.0,"넘 신선한 소재였지만~아쉬웠따~기술력이~
미국에서 만들었따면 아주 재밋는작품이나왔을듯~
글고아이들이보기엔 피나 상처가너무적나라해서~
시간도 한시간 넘짤바~~돈아까웠따 한시간반은해주시지~차라리 크루즈패밀리를두번볼껄~~"
안현빈,73289,10,1628083500.0,안 감독의 영화가 재밌습니다.  다음에 공포영화를 보겠습니다
꽉이,165794,1,1699074660.0,"인간의 잔인함, 친구도 웃고 떠들 때만 친구."
cosmos,129156,10,1683225180.0,"1996년 Creep처음듣고  가장 좋아했던 음악인데
2023년 가오겔3 첫장면에서 나와서 처음부터 확 빠져들게했고
과학,양자물리학과 신화, 종교의 접점을 이야기하는 마블의 세계관과 
미래sf영화임에도 과거추억을 떠오르게하는 음악과 이야기,배경이 나의 재미와 흥미를  끄는데
특히 가오겔과 토르가 더그랬던것같네요
이번 가오겔3 또한 내가좋아하는 이야기와 요소로 가득해서 당연히 재밌게 봤는데
계속해오던 이야기,요소여서 조금식상할수있지만 이야기를 너무잘 풀어서 정말 재밌게 봤고
고양이를 키우는 입장에서 이번스토리의 주인공인 귀엽고 터프한 너구리 로캣의 이야기에
생명의 소중함도 느끼고 또다른 감동과 재미가있었네요
가오갤보면서 눈물이나온건 처음이었네요
로캣이야기때문인것 같기도하고, 가오갤이 마지막이여서인것같기도하네요"
김민준,117020,10,1626147480.0,액션 굿
마벨,79188,8,1372505040.0,"시기도 잘맞춘영화같아요~~
요즘같은  더위에  구웃~~
~^^~전영화광인대
 학수고대하던 슈퍼맨지루하고최악이었따
글케유명한영화하고 돈 많이쓴 영화인대도~"
기억의그늘,72194,10,1644500160.0,표지부터 분위기 조코 이런 영화 왜 안나와주냐. 짧아도 여운을 주는 그런 영화.
꽉이,174433,6,1698553920.0,꾹꾹 눌러 담은 자신의 슬픔….
안현빈,109355,10,1627635720.0,"서복이라는 영화는 SF 영화가 나왔는데 재밌습니다.
부산행에서 서석우 역할에는 공유가 나왔네요"
cosmos,72865,9,1676732880.0,"생각하게하는 영화네요. 
sf영화면 스케일 크게 과장된 배경과 상상력으로 다 때려부수고해야 재밌는데
이영화는 미래사회나  외계인에대해 너무나 사실적이고 깔끔하게 표현해서
오락적인요소는 좀 줄어들었지만 상당히 완성도 높게만든 영화란 생각이 드네요
복제인간이 인간일까 아닐까 더나아가 인간이란 존재는 무엇으로 정의할까 하는 질문이 주제인데..
기존의 생각들과 좀 다른 새로운 답을 보여주네요
개인적으로 복제인간에대한 이영화의  생각에 꽤 공감이 가지만
여전히  복제인간에대한 정의에 대해 정확한 답은 여전히 없는것같습니다"
김민준,52843,10,1626147420.0,엄청 좋아했음
마벨,158,10,1337263020.0,꼭보세요~ ~세월이흘러도 넘기억나는영화네요~
꽉이,159317,1,1698235560.0,"반전도 그닥,"
기억의그늘,69518,10,1642079760.0,아이고 서백아 ㅋㅋㅋㅋ
안현빈,117791,10,1627180080.0,여자가 우는 목소리라는 문구가 신기하네요
꽉이,164918,3,1698147480.0,"모든 만화를 보고 관람하는 사람을 위한 영화.
마지막 장면은 감동적이지만 중요한 시합 중간중간 회상씬은 몰입 떨어지게하는 일등 공신."
김민준,43307,10,1626147360.0,이거는 인생영화 아님?
cosmos,146758,9,1675525560.0,"미소녀, 미소년들의 잔인하고, 엄청난 힘에서 나오는 액션 , 압도적인 분위기..  
그능력치가 1편보다 너무 뛰어나서 거의 어벤져스급이되었는데...약간 부족 액션장면 1 :압도적 액션 장면9
마녀시리즈 완벽하진 않지만 한국영화의 또다른 한 장르를 개척한것같네요.
1편과 2편을 비교하면 1편이 좀 더 충격적이고 재밌었지만
2편도 1편보다 더 네임드있는배우들과  더 스케일 커진액션액션장면으로 꽤 볼만하게 만들었네요
개인적으론 재밌게 봤습니다"
기억의그늘,225,10,1632907140.0,이런 토종 안나오나.. 가슴이 아직도 두근 된다..
안현빈,129444,10,1624769880.0,제8일의 밤은 미스터리적인 이야기입니다. 안씨 가문만 봐야되는 영화입니다
cosmos,59230,10,1650377820.0,"90년대초반에 케빈은 12살이란 미드가 있었는데
그 드라마가 많이 생각나는 영화네요.
안보신분들은 찾아보시길 추천합니다"
꽉이,37206,1,1697793300.0,하~
김민준,143553,10,1626147300.0,평점이 낮네
기억의그늘,28010,10,1632907140.0,99년생인데 기억이 난다 비디오 시절 마지막 감성...
안현빈,106954,10,1623375540.0,"버닝이라는 영화는 칸 영화제에서 초청받은 영화라고 들었습니다.  유아인,전종서(누나),스티븐 연까지 연기가 좋았습니다"
cosmos,130908,8,1642860300.0,"평이 안좋아서 기대안했는데 생각보다 재밌네요.
역시 마블의 세계관은 흥미를 끄는 매력있단말이야, 너무 무겁지않고 그렇다고 너무가볍지도 않고 
부담없이 보기에 딱 적당한 내용

근데 일본에 원자폭탄이 떨어져서 수많은사람이 죽은것을 
비극적으로 담은장면은 충분히 논란이 될수있는 내용이긴하네요
한편으론 일본에 한정된내용이라기보단 대량살상무기에대한 위험성의 한예로 이야기한거겠지만
예로 들어도 하필 원폭을 맞아도 충분히 이해가되는 악마같은짓을한 일본을 예로들었는지...
감독의 실수인건 확실해보입니다."
꽉이,38931,4,1697700120.0,유치
김민준,62941,10,1626147300.0,2보다 훨 낫다
기억의그늘,38777,10,1632907080.0,세 번 보세요... 20년간 소장 중입니다..
안현빈,42985,10,1622880120.0,제 성씨이라는 안이라는 글자가 똑같은 안생병원입니다.
cosmos,130886,10,1638661680.0,"장엄하고, 진지하고, 어둡고, 사실적이다
스타워즈, 마블영화의 밝고 가벼운 분위기의 sf영화가 내취향에 더 맞는것같다.
그러나 이런 진중하고 사실적인 영화만의 매력이 분명히 있고
영화 후반부 갈수록 고조되는 장면과 분위기가 좀 압도적이었고
다음편 나오면 꼭 보고싶은 매력적인 영화이다."
꽉이,41275,5,1697683080.0,so so
김민준,122296,1,1626147240.0,?
기억의그늘,149633,6,1639782540.0,보통
안현빈,78433,10,1621856880.0,저도 제 여자친구(권혜리)를 만나고싶네요! 결혼도 해야되고
cosmos,41602,10,1625835180.0,"뻔한 이야기이지만
뻔한 이야기를 이렇게 잘 만드니까
오히려 감동이  몇배로 다가오네요
몇번을 봤는데... 볼때마다 감동의 눈물이 나네요"
다크베이더,171083,1,1701291960.0,"어떻게 우견아랑 때보다 연기가 더 줄었어...
최근에 갈수록 발연기 작품이 많아 지는 이유는 뭘까?ㅠㅠ
중국이 감독 시겨서 윤발이 형 매장시키는 거 같은데?
그나저나 원영의도 세월은 막을 수 없네...ㅠㅠ
슬프다 그 옛날 우리의 홍콩 스타들이었는데...
줄거리는 톰크루즈 나오는 레인맨이랑 똑같으니까 볼 필요 없어요.
심지어 레인맨은 재미라도 있으니까 그거 보시는 게 정신 건강에 좋음..."
꽉이,169212,5,1697663640.0,먹먹한 이야기
김민준,118493,9,1626147180.0,.
기억의그늘,134338,3,1639260000.0,재미없는게 팩트
